     i,          n,    7,    5,    3,    2
  2109,    9072000,    1,    3,    4,    7
  2110,    9075780,    5,    1,    3,    2
  2111,    9112500,    0,    5,    6,    2
  2112,    9144576,    2,    0,    6,    8
  2113,    9175040,    1,    1,    0,   18
  2114,    9185400,    1,    2,    8,    3
  2115,    9187500,    2,    6,    1,    2
  2116,    9216000,    0,    3,    2,   13
  2117,    9219840,    4,    1,    1,    8
  2118,    9261000,    3,    3,    3,    3
  2119,    9289728,    1,    0,    4,   14
  2120,    9331200,    0,    2,    6,    9
  2121,    9335088,    4,    0,    5,    4
  2122,    9375000,    0,    8,    1,    3
  2123,    9408000,    2,    3,    1,    9
  2124,    9411920,    6,    1,    0,    4
  2125,    9437184,    0,    0,    2,   20
  2126,    9447840,    0,    1,   10,    5
  2127,    9450000,    1,    5,    3,    4
  2128,    9483264,    3,    0,    3,   10
  2129,    9525600,    2,    2,    5,    5
  2130,    9529569,    6,    0,    4,    0
  2131,    9565938,    0,    0,   14,    1
  2132,    9568125,    1,    4,    7,    0
  2133,    9600000,    0,    5,    1,   10
  2134,    9604000,    4,    3,    0,    5
  2135,    9633792,    2,    0,    1,   16
  2136,    9644670,    2,    1,    9,    1
  2137,    9646875,    3,    5,    2,    0
  2138,    9676800,    1,    2,    3,   11
  2139,    9680832,    5,    0,    2,    6
  2140,    9720000,    0,    4,    5,    6
  2141,    9724050,    4,    2,    4,    1
  2142,    9765625,    0,   10,    0,    0
  2143,    9797760,    1,    1,    7,    7
  2144,    9800000,    2,    5,    0,    6
  2145,    9830400,    0,    2,    1,   17
  2146,    9834496,    4,    0,    0,   12
  2147,    9841500,    0,    3,    9,    2
  2148,    9843750,    1,    7,    2,    1
  2149,    9878400,    3,    2,    2,    7
  2150,    9882516,    7,    0,    1,    2
  2151,    9920232,    1,    0,   11,    3
  2152,    9922500,    2,    4,    4,    2
  2153,    9953280,    0,    1,    5,   13
  2154,   10000000,    0,    7,    0,    7
  2155,   10001880,    3,    1,    6,    3
  2156,   10035200,    2,    2,    0,   13
  2157,   10077696,    0,    0,    9,    9
  2158,   10080000,    1,    4,    2,    8
  2159,   10084200,    5,    2,    1,    3
  2160,   10125000,    0,    6,    4,    3
  2161,   10160640,    2,    1,    4,    9
  2162,   10206000,    1,    3,    6,    4
  2163,   10240000,    0,    4,    0,   14
  2164,   10287648,    2,    0,    8,    5
  2165,   10290000,    3,    4,    1,    4
  2166,   10321920,    1,    1,    2,   15
  2167,   10333575,    1,    2,   10,    0
  2168,   10368000,    0,    3,    4,   10
  2169,   10372320,    4,    1,    3,    5
  2170,   10418625,    3,    3,    5,    0
  2171,   10450944,    1,    0,    6,   11
  2172,   10485760,    0,    1,    0,   21
  2173,   10497600,    0,    2,    8,    6
  2174,   10500000,    1,    6,    1,    5
  2175,   10501974,    4,    0,    7,    1
  2176,   10504375,    5,    4,    0,    0
  2177,   10536960,    3,    1,    1,   11
  2178,   10546875,    0,    8,    3,    0
  2179,   10584000,    2,    3,    3,    6
  2180,   10588410,    6,    1,    2,    1
  2181,   10616832,    0,    0,    4,   17
  2182,   10628820,    0,    1,   12,    2
  2183,   10631250,    1,    5,    5,    1
  2184,   10668672,    3,    0,    5,    7
  2185,   10716300,    2,    2,    7,    2
  2186,   10718750,    3,    6,    0,    1
  2187,   10752000,    1,    3,    1,   12
  2188,   10756480,    5,    1,    0,    7
  2189,   10800000,    0,    5,    3,    7
  2190,   10804500,    4,    3,    2,    2
  2191,   10838016,    2,    0,    3,   13
  2192,   10886400,    1,    2,    5,    8
  2193,   10890936,    5,    0,    4,    3
  2194,   10935000,    0,    4,    7,    3
  2195,   10937500,    1,    8,    0,    2
  2196,   10976000,    3,    3,    0,    8
  2197,   11010048,    1,    0,    1,   19
  2198,   11022480,    1,    1,    9,    4
  2199,   11025000,    2,    5,    2,    3
  2200,   11059200,    0,    2,    3,   14
  2201,   11063808,    4,    0,    2,    9
  2202,   11113200,    3,    2,    4,    4
  2203,   11160261,    1,    0,   13,    0
  2204,   11197440,    0,    1,    7,   10
  2205,   11200000,    1,    5,    0,    9
  2206,   11239424,    3,    0,    0,   15
  2207,   11250000,    0,    7,    2,    4
  2208,   11252115,    3,    1,    8,    0
  2209,   11289600,    2,    2,    2,   10
  2210,   11294304,    6,    0,    1,    5
  2211,   11337408,    0,    0,   11,    6
  2212,   11340000,    1,    4,    4,    5
  2213,   11344725,    5,    2,    3,    0
  2214,   11390625,    0,    6,    6,    0
  2215,   11430720,    2,    1,    6,    6
  2216,   11468800,    1,    2,    0,   16
  2217,   11481750,    1,    3,    8,    1
  2218,   11484375,    2,    7,    1,    0
  2219,   11520000,    0,    4,    2,   11
  2220,   11524800,    4,    2,    1,    6
  2221,   11529602,    8,    0,    0,    1
  2222,   11573604,    2,    0,   10,    2
  2223,   11576250,    3,    4,    3,    1
  2224,   11612160,    1,    1,    4,   12
  2225,   11664000,    0,    3,    6,    7
  2226,   11668860,    4,    1,    5,    2
  2227,   11718750,    0,    9,    1,    1
  2228,   11757312,    1,    0,    8,    8
  2229,   11760000,    2,    4,    1,    7
  2230,   11764900,    6,    2,    0,    2
  2231,   11796480,    0,    1,    2,   18
  2232,   11809800,    0,    2,   10,    3
  2233,   11812500,    1,    6,    3,    2
  2234,   11854080,    3,    1,    3,    8
  2235,   11907000,    2,    3,    5,    3
  2236,   11943936,    0,    0,    6,   14
  2237,   12000000,    0,    6,    1,    8
  2238,   12002256,    3,    0,    7,    4
  2239,   12005000,    4,    4,    0,    3
  2240,   12042240,    2,    1,    1,   14
  2241,   12096000,    1,    3,    3,    9
  2242,   12101040,    5,    1,    2,    4
  2243,   12150000,    0,    5,    5,    4
  2244,   12192768,    2,    0,    5,   10
  2245,   12247200,    1,    2,    7,    5
  2246,   12250000,    2,    6,    0,    4
  2247,   12252303,    5,    0,    6,    0
  2248,   12288000,    0,    3,    1,   15
  2249,   12293120,    4,    1,    0,   10
  2250,   12301875,    0,    4,    9,    0
  2251,   12348000,    3,    3,    2,    5
  2252,   12353145,    7,    1,    1,    0
  2253,   12386304,    1,    0,    3,   16
  2254,   12400290,    1,    1,   11,    1
  2255,   12403125,    2,    5,    4,    0
  2256,   12441600,    0,    2,    5,   11
  2257,   12446784,    4,    0,    4,    6
  2258,   12500000,    0,    8,    0,    5
  2259,   12502350,    3,    2,    6,    1
  2260,   12544000,    2,    3,    0,   11
  2261,   12582912,    0,    0,    1,   22
  2262,   12597120,    0,    1,    9,    7
  2263,   12600000,    1,    5,    2,    6
  2264,   12605250,    5,    3,    1,    1
  2265,   12644352,    3,    0,    2,   12
  2266,   12656250,    0,    7,    4,    1
  2267,   12700800,    2,    2,    4,    7
  2268,   12706092,    6,    0,    3,    2
  2269,   12754584,    0,    0,   13,    3
  2270,   12757500,    1,    4,    6,    2
  2271,   12800000,    0,    5,    0,   12
  2272,   12845056,    2,    0,    0,   18
  2273,   12859560,    2,    1,    8,    3
  2274,   12862500,    3,    5,    1,    2
  2275,   12902400,    1,    2,    2,   13
  2276,   12907776,    5,    0,    1,    8
  2277,   12960000,    0,    4,    4,    8
  2278,   12965400,    4,    2,    3,    3
  2279,   13063680,    1,    1,    6,    9
  2280,   13107200,    0,    2,    0,   19
  2281,   13122000,    0,    3,    8,    4
  2282,   13125000,    1,    7,    1,    3
  2283,   13171200,    3,    2,    1,    9
  2284,   13176688,    7,    0,    0,    4
  2285,   13226976,    1,    0,   10,    5
  2286,   13230000,    2,    4,    3,    4
  2287,   13271040,    0,    1,    4,   15
  2288,   13286025,    0,    2,   12,    0
  2289,   13335840,    3,    1,    5,    5
  2290,   13395375,    2,    3,    7,    0
  2291,   13436928,    0,    0,    8,   11
  2292,   13440000,    1,    4,    1,   10
  2293,   13445600,    5,    2,    0,    5
  2294,   13500000,    0,    6,    3,    5
  2295,   13502538,    3,    0,    9,    1
  2296,   13505625,    4,    4,    2,    0
  2297,   13547520,    2,    1,    3,   11
  2298,   13608000,    1,    3,    5,    6
  2299,   13613670,    5,    1,    4,    1
  2300,   13668750,    0,    5,    7,    1
  2301,   13671875,    1,    9,    0,    0
  2302,   13716864,    2,    0,    7,    7
  2303,   13720000,    3,    4,    0,    6
  2304,   13762560,    1,    1,    1,   17
  2305,   13778100,    1,    2,    9,    2
  2306,   13781250,    2,    6,    2,    1
  2307,   13824000,    0,    3,    3,   12
  2308,   13829760,    4,    1,    2,    7
  2309,   13891500,    3,    3,    4,    2
  2310,   13934592,    1,    0,    5,   13
  2311,   13996800,    0,    2,    7,    8
  2312,   14000000,    1,    6,    0,    7
  2313,   14002632,    4,    0,    6,    3
  2314,   14049280,    3,    1,    0,   13
  2315,   14062500,    0,    8,    2,    2
  2316,   14112000,    2,    3,    2,    8
  2317,   14117880,    6,    1,    1,    3
  2318,   14155776,    0,    0,    3,   19
  2319,   14171760,    0,    1,   11,    4
  2320,   14175000,    1,    5,    4,    3
  2321,   14224896,    3,    0,    4,    9
  2322,   14288400,    2,    2,    6,    4
  2323,   14336000,    1,    3,    0,   14
  2324,   14348907,    0,    0,   15,    0
  2325,   14400000,    0,    5,    2,    9
  2326,   14406000,    4,    3,    1,    4
  2327,   14450688,    2,    0,    2,   15
  2328,   14467005,    2,    1,   10,    0
  2329,   14515200,    1,    2,    4,   10
  2330,   14521248,    5,    0,    3,    5
  2331,   14580000,    0,    4,    6,    5
  2332,   14586075,    4,    2,    5,    0
  2333,   14680064,    1,    0,    0,   21
  2334,   14696640,    1,    1,    8,    6
  2335,   14700000,    2,    5,    1,    5
  2336,   14706125,    6,    3,    0,    0
  2337,   14745600,    0,    2,    2,   16
  2338,   14751744,    4,    0,    1,   11
  2339,   14762250,    0,    3,   10,    1
  2340,   14765625,    1,    7,    3,    0
  2341,   14817600,    3,    2,    3,    6
  2342,   14823774,    7,    0,    2,    1
  2343,   14880348,    1,    0,   12,    2
  2344,   14883750,    2,    4,    5,    1
  2345,   14929920,    0,    1,    6,   12
  2346,   15000000,    0,    7,    1,    6
  2347,   15002820,    3,    1,    7,    2
  2348,   15006250,    4,    5,    0,    1
  2349,   15052800,    2,    2,    1,   12
  2350,   15059072,    6,    0,    0,    7
  2351,   15116544,    0,    0,   10,    8
  2352,   15120000,    1,    4,    3,    7
  2353,   15126300,    5,    2,    2,    2
  2354,   15187500,    0,    6,    5,    2
  2355,   15240960,    2,    1,    5,    8
  2356,   15309000,    1,    3,    7,    3
  2357,   15312500,    2,    7,    0,    2
  2358,   15360000,    0,    4,    1,   13
  2359,   15366400,    4,    2,    0,    8
  2360,   15431472,    2,    0,    9,    4
  2361,   15435000,    3,    4,    2,    3
  2362,   15482880,    1,    1,    3,   14
  2363,   15552000,    0,    3,    5,    9
  2364,   15558480,    4,    1,    4,    4
  2365,   15625000,    0,    9,    0,    3
  2366,   15676416,    1,    0,    7,   10
  2367,   15680000,    2,    4,    0,    9
  2368,   15728640,    0,    1,    1,   20
  2369,   15746400,    0,    2,    9,    5
  2370,   15750000,    1,    6,    2,    4
  2371,   15752961,    4,    0,    8,    0
  2372,   15805440,    3,    1,    2,   10
  2373,   15876000,    2,    3,    4,    5
  2374,   15882615,    6,    1,    3,    0
  2375,   15925248,    0,    0,    5,   16
  2376,   15943230,    0,    1,   13,    1
  2377,   15946875,    1,    5,    6,    0
  2378,   16000000,    0,    6,    0,   10
  2379,   16003008,    3,    0,    6,    6
  2380,   16056320,    2,    1,    0,   16
  2381,   16074450,    2,    2,    8,    1
  2382,   16078125,    3,    6,    1,    0
  2383,   16128000,    1,    3,    2,   11
  2384,   16134720,    5,    1,    1,    6
  2385,   16200000,    0,    5,    4,    6
  2386,   16206750,    4,    3,    3,    1
  2387,   16257024,    2,    0,    4,   12
  2388,   16329600,    1,    2,    6,    7
  2389,   16336404,    5,    0,    5,    2
  2390,   16384000,    0,    3,    0,   17
  2391,   16402500,    0,    4,    8,    2
  2392,   16406250,    1,    8,    1,    1
  2393,   16464000,    3,    3,    1,    7
  2394,   16470860,    7,    1,    0,    2
  2395,   16515072,    1,    0,    2,   18
  2396,   16533720,    1,    1,   10,    3
  2397,   16537500,    2,    5,    3,    2
  2398,   16588800,    0,    2,    4,   13
  2399,   16595712,    4,    0,    3,    8
  2400,   16669800,    3,    2,    5,    3
  2401,   16777216,    0,    0,    0,   24
  2402,   16796160,    0,    1,    8,    9
  2403,   16800000,    1,    5,    1,    8
  2404,   16807000,    5,    3,    0,    3
  2405,   16859136,    3,    0,    1,   14
  2406,   16875000,    0,    7,    3,    3
  2407,   16934400,    2,    2,    3,    9
  2408,   16941456,    6,    0,    2,    4
  2409,   17006112,    0,    0,   12,    5
  2410,   17010000,    1,    4,    5,    4
  2411,   17146080,    2,    1,    7,    5
  2412,   17150000,    3,    5,    0,    4
  2413,   17203200,    1,    2,    1,   15
  2414,   17210368,    5,    0,    0,   10
  2415,   17222625,    1,    3,    9,    0
  2416,   17280000,    0,    4,    3,   10
  2417,   17287200,    4,    2,    2,    5
  2418,   17294403,    8,    0,    1,    0
  2419,   17360406,    2,    0,   11,    1
  2420,   17364375,    3,    4,    4,    0
  2421,   17418240,    1,    1,    5,   11
  2422,   17496000,    0,    3,    7,    6
  2423,   17500000,    1,    7,    0,    5
  2424,   17503290,    4,    1,    6,    1
  2425,   17561600,    3,    2,    0,   11
  2426,   17578125,    0,    9,    2,    0
  2427,   17635968,    1,    0,    9,    7
  2428,   17640000,    2,    4,    2,    6
  2429,   17647350,    6,    2,    1,    1
  2430,   17694720,    0,    1,    3,   17
  2431,   17714700,    0,    2,   11,    2
  2432,   17718750,    1,    6,    4,    1
  2433,   17781120,    3,    1,    4,    7
  2434,   17860500,    2,    3,    6,    2
  2435,   17915904,    0,    0,    7,   13
  2436,   17920000,    1,    4,    0,   12
  2437,   18000000,    0,    6,    2,    7
  2438,   18003384,    3,    0,    8,    3
  2439,   18007500,    4,    4,    1,    2
  2440,   18063360,    2,    1,    2,   13
  2441,   18144000,    1,    3,    4,    8
  2442,   18151560,    5,    1,    3,    3
  2443,   18225000,    0,    5,    6,    3
  2444,   18289152,    2,    0,    6,    9
  2445,   18350080,    1,    1,    0,   19
  2446,   18370800,    1,    2,    8,    4
  2447,   18375000,    2,    6,    1,    3
  2448,   18432000,    0,    3,    2,   14
  2449,   18439680,    4,    1,    1,    9
  2450,   18522000,    3,    3,    3,    4
  2451,   18579456,    1,    0,    4,   15
  2452,   18600435,    1,    1,   12,    0
  2453,   18662400,    0,    2,    6,   10
  2454,   18670176,    4,    0,    5,    5
  2455,   18750000,    0,    8,    1,    4
  2456,   18753525,    3,    2,    7,    0
  2457,   18816000,    2,    3,    1,   10
  2458,   18823840,    6,    1,    0,    5
  2459,   18874368,    0,    0,    2,   21
  2460,   18895680,    0,    1,   10,    6
  2461,   18900000,    1,    5,    3,    5
  2462,   18907875,    5,    3,    2,    0
  2463,   18966528,    3,    0,    3,   11
  2464,   18984375,    0,    7,    5,    0
  2465,   19051200,    2,    2,    5,    6
  2466,   19059138,    6,    0,    4,    1
  2467,   19131876,    0,    0,   14,    2
  2468,   19136250,    1,    4,    7,    1
  2469,   19140625,    2,    8,    0,    0
  2470,   19200000,    0,    5,    1,   11
  2471,   19208000,    4,    3,    0,    6
  2472,   19267584,    2,    0,    1,   17
  2473,   19289340,    2,    1,    9,    2
  2474,   19293750,    3,    5,    2,    1
  2475,   19353600,    1,    2,    3,   12
  2476,   19361664,    5,    0,    2,    7
  2477,   19440000,    0,    4,    5,    7
  2478,   19448100,    4,    2,    4,    2
  2479,   19531250,    0,   10,    0,    1
  2480,   19595520,    1,    1,    7,    8
  2481,   19600000,    2,    5,    0,    7
  2482,   19660800,    0,    2,    1,   18
  2483,   19668992,    4,    0,    0,   13
  2484,   19683000,    0,    3,    9,    3
  2485,   19687500,    1,    7,    2,    2
  2486,   19756800,    3,    2,    2,    8
  2487,   19765032,    7,    0,    1,    3
  2488,   19840464,    1,    0,   11,    4
  2489,   19845000,    2,    4,    4,    3
  2490,   19906560,    0,    1,    5,   14
  2491,   20000000,    0,    7,    0,    8
  2492,   20003760,    3,    1,    6,    4
  2493,   20070400,    2,    2,    0,   14
  2494,   20155392,    0,    0,    9,   10
  2495,   20160000,    1,    4,    2,    9
  2496,   20168400,    5,    2,    1,    4
  2497,   20250000,    0,    6,    4,    4
  2498,   20253807,    3,    0,   10,    0
  2499,   20321280,    2,    1,    4,   10
  2500,   20412000,    1,    3,    6,    5
  2501,   20420505,    5,    1,    5,    0
  2502,   20480000,    0,    4,    0,   15
  2503,   20503125,    0,    5,    8,    0
  2504,   20575296,    2,    0,    8,    6
  2505,   20580000,    3,    4,    1,    5
  2506,   20588575,    7,    2,    0,    0
  2507,   20643840,    1,    1,    2,   16
  2508,   20667150,    1,    2,   10,    1
  2509,   20671875,    2,    6,    3,    0
  2510,   20736000,    0,    3,    4,   11
  2511,   20744640,    4,    1,    3,    6
  2512,   20837250,    3,    3,    5,    1
  2513,   20901888,    1,    0,    6,   12
  2514,   20971520,    0,    1,    0,   22
  2515,   20995200,    0,    2,    8,    7
  2516,   21000000,    1,    6,    1,    6
  2517,   21003948,    4,    0,    7,    2
  2518,   21008750,    5,    4,    0,    1
  2519,   21073920,    3,    1,    1,   12
  2520,   21093750,    0,    8,    3,    1
  2521,   21168000,    2,    3,    3,    7
  2522,   21176820,    6,    1,    2,    2
  2523,   21233664,    0,    0,    4,   18
  2524,   21257640,    0,    1,   12,    3
  2525,   21262500,    1,    5,    5,    2
  2526,   21337344,    3,    0,    5,    8
  2527,   21432600,    2,    2,    7,    3
  2528,   21437500,    3,    6,    0,    2
  2529,   21504000,    1,    3,    1,   13
  2530,   21512960,    5,    1,    0,    8
  2531,   21600000,    0,    5,    3,    8
  2532,   21609000,    4,    3,    2,    3
  2533,   21676032,    2,    0,    3,   14
  2534,   21772800,    1,    2,    5,    9
  2535,   21781872,    5,    0,    4,    4
  2536,   21870000,    0,    4,    7,    4
  2537,   21875000,    1,    8,    0,    3
  2538,   21952000,    3,    3,    0,    9
  2539,   22020096,    1,    0,    1,   20
  2540,   22044960,    1,    1,    9,    5
  2541,   22050000,    2,    5,    2,    4
  2542,   22118400,    0,    2,    3,   15
  2543,   22127616,    4,    0,    2,   10
  2544,   22143375,    0,    3,   11,    0
  2545,   22226400,    3,    2,    4,    5
  2546,   22235661,    7,    0,    3,    0
  2547,   22320522,    1,    0,   13,    1
  2548,   22325625,    2,    4,    6,    0
  2549,   22394880,    0,    1,    7,   11
  2550,   22400000,    1,    5,    0,   10
  2551,   22478848,    3,    0,    0,   16
  2552,   22500000,    0,    7,    2,    5
  2553,   22504230,    3,    1,    8,    1
  2554,   22509375,    4,    5,    1,    0
  2555,   22579200,    2,    2,    2,   11
  2556,   22588608,    6,    0,    1,    6
  2557,   22674816,    0,    0,   11,    7
  2558,   22680000,    1,    4,    4,    6
  2559,   22689450,    5,    2,    3,    1
  2560,   22781250,    0,    6,    6,    1
  2561,   22861440,    2,    1,    6,    7
  2562,   22937600,    1,    2,    0,   17
  2563,   22963500,    1,    3,    8,    2
  2564,   22968750,    2,    7,    1,    1
  2565,   23040000,    0,    4,    2,   12
  2566,   23049600,    4,    2,    1,    7
  2567,   23059204,    8,    0,    0,    2
  2568,   23147208,    2,    0,   10,    3
  2569,   23152500,    3,    4,    3,    2
  2570,   23224320,    1,    1,    4,   13
  2571,   23328000,    0,    3,    6,    8
  2572,   23337720,    4,    1,    5,    3
  2573,   23437500,    0,    9,    1,    2
  2574,   23514624,    1,    0,    8,    9
  2575,   23520000,    2,    4,    1,    8
  2576,   23529800,    6,    2,    0,    3
  2577,   23592960,    0,    1,    2,   19
  2578,   23619600,    0,    2,   10,    4
  2579,   23625000,    1,    6,    3,    3
  2580,   23708160,    3,    1,    3,    9
  2581,   23814000,    2,    3,    5,    4
  2582,   23887872,    0,    0,    6,   15
  2583,   23914845,    0,    1,   14,    0
  2584,   24000000,    0,    6,    1,    9
  2585,   24004512,    3,    0,    7,    5
  2586,   24010000,    4,    4,    0,    4
  2587,   24084480,    2,    1,    1,   15
  2588,   24111675,    2,    2,    9,    0
  2589,   24192000,    1,    3,    3,   10
  2590,   24202080,    5,    1,    2,    5
  2591,   24300000,    0,    5,    5,    5
  2592,   24310125,    4,    3,    4,    0
  2593,   24385536,    2,    0,    5,   11
  2594,   24494400,    1,    2,    7,    6
  2595,   24500000,    2,    6,    0,    5
  2596,   24504606,    5,    0,    6,    1
  2597,   24576000,    0,    3,    1,   16
  2598,   24586240,    4,    1,    0,   11
  2599,   24603750,    0,    4,    9,    1
  2600,   24609375,    1,    8,    2,    0
  2601,   24696000,    3,    3,    2,    6
  2602,   24706290,    7,    1,    1,    1
  2603,   24772608,    1,    0,    3,   17
  2604,   24800580,    1,    1,   11,    2
  2605,   24806250,    2,    5,    4,    1
  2606,   24883200,    0,    2,    5,   12
  2607,   24893568,    4,    0,    4,    7
  2608,   25000000,    0,    8,    0,    6
  2609,   25004700,    3,    2,    6,    2
  2610,   25088000,    2,    3,    0,   12
  2611,   25165824,    0,    0,    1,   23
  2612,   25194240,    0,    1,    9,    8
  2613,   25200000,    1,    5,    2,    7
  2614,   25210500,    5,    3,    1,    2
  2615,   25288704,    3,    0,    2,   13
  2616,   25312500,    0,    7,    4,    2
  2617,   25401600,    2,    2,    4,    8
  2618,   25412184,    6,    0,    3,    3
  2619,   25509168,    0,    0,   13,    4
  2620,   25515000,    1,    4,    6,    3
  2621,   25600000,    0,    5,    0,   13
  2622,   25690112,    2,    0,    0,   19
  2623,   25719120,    2,    1,    8,    4
  2624,   25725000,    3,    5,    1,    3
  2625,   25804800,    1,    2,    2,   14
  2626,   25815552,    5,    0,    1,    9
  2627,   25920000,    0,    4,    4,    9
  2628,   25930800,    4,    2,    3,    4
  2629,   26040609,    2,    0,   12,    0
  2630,   26127360,    1,    1,    6,   10
  2631,   26214400,    0,    2,    0,   20
  2632,   26244000,    0,    3,    8,    5
  2633,   26250000,    1,    7,    1,    4
  2634,   26254935,    4,    1,    7,    0
  2635,   26342400,    3,    2,    1,   10
  2636,   26353376,    7,    0,    0,    5
  2637,   26453952,    1,    0,   10,    6
  2638,   26460000,    2,    4,    3,    5
  2639,   26471025,    6,    2,    2,    0
  2640,   26542080,    0,    1,    4,   16
  2641,   26572050,    0,    2,   12,    1
  2642,   26578125,    1,    6,    5,    0
  2643,   26671680,    3,    1,    5,    6
  2644,   26790750,    2,    3,    7,    1
  2645,   26796875,    3,    7,    0,    0
  2646,   26873856,    0,    0,    8,   12
  2647,   26880000,    1,    4,    1,   11
  2648,   26891200,    5,    2,    0,    6
  2649,   27000000,    0,    6,    3,    6
  2650,   27005076,    3,    0,    9,    2
  2651,   27011250,    4,    4,    2,    1
  2652,   27095040,    2,    1,    3,   12
  2653,   27216000,    1,    3,    5,    7
  2654,   27227340,    5,    1,    4,    2
  2655,   27337500,    0,    5,    7,    2
  2656,   27343750,    1,    9,    0,    1
  2657,   27433728,    2,    0,    7,    8
  2658,   27440000,    3,    4,    0,    7
  2659,   27525120,    1,    1,    1,   18
  2660,   27556200,    1,    2,    9,    3
  2661,   27562500,    2,    6,    2,    2
  2662,   27648000,    0,    3,    3,   13
  2663,   27659520,    4,    1,    2,    8
  2664,   27783000,    3,    3,    4,    3
  2665,   27869184,    1,    0,    5,   14
  2666,   27993600,    0,    2,    7,    9
  2667,   28000000,    1,    6,    0,    8
  2668,   28005264,    4,    0,    6,    4
  2669,   28098560,    3,    1,    0,   14
  2670,   28125000,    0,    8,    2,    3
  2671,   28224000,    2,    3,    2,    9
  2672,   28235760,    6,    1,    1,    4
  2673,   28311552,    0,    0,    3,   20
  2674,   28343520,    0,    1,   11,    5
  2675,   28350000,    1,    5,    4,    4
  2676,   28449792,    3,    0,    4,   10
  2677,   28576800,    2,    2,    6,    5
  2678,   28588707,    6,    0,    5,    0
  2679,   28672000,    1,    3,    0,   15
  2680,   28697814,    0,    0,   15,    1
  2681,   28704375,    1,    4,    8,    0
  2682,   28800000,    0,    5,    2,   10
  2683,   28812000,    4,    3,    1,    5
  2684,   28824005,    8,    1,    0,    0
  2685,   28901376,    2,    0,    2,   16
  2686,   28934010,    2,    1,   10,    1
  2687,   28940625,    3,    5,    3,    0
  2688,   29030400,    1,    2,    4,   11
  2689,   29042496,    5,    0,    3,    6
  2690,   29160000,    0,    4,    6,    6
  2691,   29172150,    4,    2,    5,    1
  2692,   29296875,    0,   10,    1,    0
  2693,   29360128,    1,    0,    0,   22
  2694,   29393280,    1,    1,    8,    7
  2695,   29400000,    2,    5,    1,    6
  2696,   29412250,    6,    3,    0,    1
  2697,   29491200,    0,    2,    2,   17
  2698,   29503488,    4,    0,    1,   12
  2699,   29524500,    0,    3,   10,    2
  2700,   29531250,    1,    7,    3,    1
  2701,   29635200,    3,    2,    3,    7
  2702,   29647548,    7,    0,    2,    2
  2703,   29760696,    1,    0,   12,    3
  2704,   29767500,    2,    4,    5,    2
  2705,   29859840,    0,    1,    6,   13
  2706,   30000000,    0,    7,    1,    7
  2707,   30005640,    3,    1,    7,    3
  2708,   30012500,    4,    5,    0,    2
  2709,   30105600,    2,    2,    1,   13
  2710,   30118144,    6,    0,    0,    8
  2711,   30233088,    0,    0,   10,    9
  2712,   30240000,    1,    4,    3,    8
  2713,   30252600,    5,    2,    2,    3
  2714,   30375000,    0,    6,    5,    3
  2715,   30481920,    2,    1,    5,    9
  2716,   30618000,    1,    3,    7,    4
  2717,   30625000,    2,    7,    0,    3
  2718,   30720000,    0,    4,    1,   14
  2719,   30732800,    4,    2,    0,    9
  2720,   30862944,    2,    0,    9,    5
  2721,   30870000,    3,    4,    2,    4
  2722,   30965760,    1,    1,    3,   15
  2723,   31000725,    1,    2,   11,    0
  2724,   31104000,    0,    3,    5,   10
  2725,   31116960,    4,    1,    4,    5
  2726,   31250000,    0,    9,    0,    4
  2727,   31255875,    3,    3,    6,    0
  2728,   31352832,    1,    0,    7,   11
  2729,   31360000,    2,    4,    0,   10
  2730,   31457280,    0,    1,    1,   21
  2731,   31492800,    0,    2,    9,    6
  2732,   31500000,    1,    6,    2,    5
  2733,   31505922,    4,    0,    8,    1
  2734,   31513125,    5,    4,    1,    0
  2735,   31610880,    3,    1,    2,   11
  2736,   31640625,    0,    8,    4,    0
  2737,   31752000,    2,    3,    4,    6
  2738,   31765230,    6,    1,    3,    1
  2739,   31850496,    0,    0,    5,   17
  2740,   31886460,    0,    1,   13,    2
  2741,   31893750,    1,    5,    6,    1
  2742,   32000000,    0,    6,    0,   11
  2743,   32006016,    3,    0,    6,    7
  2744,   32112640,    2,    1,    0,   17
  2745,   32148900,    2,    2,    8,    2
  2746,   32156250,    3,    6,    1,    1
  2747,   32256000,    1,    3,    2,   12
  2748,   32269440,    5,    1,    1,    7
  2749,   32400000,    0,    5,    4,    7
  2750,   32413500,    4,    3,    3,    2
  2751,   32514048,    2,    0,    4,   13
  2752,   32659200,    1,    2,    6,    8
  2753,   32672808,    5,    0,    5,    3
  2754,   32768000,    0,    3,    0,   18
  2755,   32805000,    0,    4,    8,    3
  2756,   32812500,    1,    8,    1,    2
  2757,   32928000,    3,    3,    1,    8
  2758,   32941720,    7,    1,    0,    3
  2759,   33030144,    1,    0,    2,   19
  2760,   33067440,    1,    1,   10,    4
  2761,   33075000,    2,    5,    3,    3
  2762,   33177600,    0,    2,    4,   14
  2763,   33191424,    4,    0,    3,    9
  2764,   33339600,    3,    2,    5,    4
  2765,   33480783,    1,    0,   14,    0
  2766,   33554432,    0,    0,    0,   25
  2767,   33592320,    0,    1,    8,   10
  2768,   33600000,    1,    5,    1,    9
  2769,   33614000,    5,    3,    0,    4
  2770,   33718272,    3,    0,    1,   15
  2771,   33750000,    0,    7,    3,    4
  2772,   33756345,    3,    1,    9,    0
  2773,   33868800,    2,    2,    3,   10
